Assembly Accession	Assembly-unit name	Chromosome name	GC Count	GC Percent	GenBank seq accession	Molecule type	Ordering	RefSeq seq accession	Role	Seq length	UCSC style name	Unlocalized Count	Sequence name
GCF_002901205.1	Primary Assembly	4			PDCF01014776.1	Chromosome		NW_019776386.1	unlocalized-scaffold	2105		36	chr4_part36
GCF_002901205.1	Primary Assembly	5			PDCF01000009.1	Chromosome		NW_019776393.1	unlocalized-scaffold	27391799		27	chr5_part1
GCF_002901205.1	Primary Assembly	5			PDCF01000020.1	Chromosome		NW_019776404.1	unlocalized-scaffold	17382997		27	chr5_part2
GCF_002901205.1	Primary Assembly	5			PDCF01000042.1	Chromosome		NW_019776413.1	unlocalized-scaffold	11037753		27	chr5_part3
GCF_002901205.1	Primary Assembly	5			PDCF01000054.1	Chromosome		NW_019776414.1	unlocalized-scaffold	6501946		27	chr5_part4
GCF_002901205.1	Primary Assembly	5			PDCF01000086.1	Chromosome		NW_019776415.1	unlocalized-scaffold	1873514		27	chr5_part5
GCF_002901205.1	Primary Assembly	5			PDCF01000100.1	Chromosome		NW_019776416.1	unlocalized-scaffold	1067957		27	chr5_part6
GCF_002901205.1	Primary Assembly	5			PDCF01000106.1	Chromosome		NW_019776417.1	unlocalized-scaffold	668105		27	chr5_part7
GCF_002901205.1	Primary Assembly	5			PDCF01000195.1	Chromosome		NW_019776418.1	unlocalized-scaffold	95683		27	chr5_part8
GCF_002901205.1	Primary Assembly	5			PDCF01000319.1	Chromosome		NW_019776419.1	unlocalized-scaffold	46008		27	chr5_part9
GCF_002901205.1	Primary Assembly	5			PDCF01000329.1	Chromosome		NW_019776394.1	unlocalized-scaffold	45072		27	chr5_part10
GCF_002901205.1	Primary Assembly	5			PDCF01000380.1	Chromosome		NW_019776395.1	unlocalized-scaffold	37736		27	chr5_part11
GCF_002901205.1	Primary Assembly	5			PDCF01000516.1	Chromosome		NW_019776396.1	unlocalized-scaffold	28252		27	chr5_part12
GCF_002901205.1	Primary Assembly	5			PDCF01001198.1	Chromosome		NW_019776397.1	unlocalized-scaffold	13635		27	chr5_part13
GCF_002901205.1	Primary Assembly	5			PDCF01001532.1	Chromosome		NW_019776398.1	unlocalized-scaffold	11056		27	chr5_part14
GCF_002901205.1	Primary Assembly	5			PDCF01004714.1	Chromosome		NW_019776399.1	unlocalized-scaffold	4004		27	chr5_part15
GCF_002901205.1	Primary Assembly	5			PDCF01005373.1	Chromosome		NW_019776400.1	unlocalized-scaffold	3069		27	chr5_part16
GCF_002901205.1	Primary Assembly	5			PDCF01006383.1	Chromosome		NW_019776401.1	unlocalized-scaffold	3074		27	chr5_part17
GCF_002901205.1	Primary Assembly	5			PDCF01008294.1	Chromosome		NW_019776402.1	unlocalized-scaffold	2577		27	chr5_part18
GCF_002901205.1	Primary Assembly	5			PDCF01009871.1	Chromosome		NW_019776403.1	unlocalized-scaffold	2381		27	chr5_part19
GCF_002901205.1	Primary Assembly	5			PDCF01010139.1	Chromosome		NW_019776405.1	unlocalized-scaffold	2366		27	chr5_part20
GCF_002901205.1	Primary Assembly	5			PDCF01010493.1	Chromosome		NW_019776406.1	unlocalized-scaffold	2347		27	chr5_part21
GCF_002901205.1	Primary Assembly	5			PDCF01010851.1	Chromosome		NW_019776407.1	unlocalized-scaffold	2331		27	chr5_part22
GCF_002901205.1	Primary Assembly	5			PDCF01011717.1	Chromosome		NW_019776408.1	unlocalized-scaffold	2301		27	chr5_part23
GCF_002901205.1	Primary Assembly	5			PDCF01011796.1	Chromosome		NW_019776409.1	unlocalized-scaffold	2298		27	chr5_part24
GCF_002901205.1	Primary Assembly	5			PDCF01012798.1	Chromosome		NW_019776410.1	unlocalized-scaffold	2261		27	chr5_part25
GCF_002901205.1	Primary Assembly	5			PDCF01015472.1	Chromosome		NW_019776411.1	unlocalized-scaffold	2030		27	chr5_part26
GCF_002901205.1	Primary Assembly	5			PDCF01016827.1	Chromosome		NW_019776412.1	unlocalized-scaffold	1902		27	chr5_part27
GCF_002901205.1	Primary Assembly	6			PDCF01000011.1	Chromosome		NW_019776420.1	unlocalized-scaffold	24702934		15	chr6_part1
GCF_002901205.1	Primary Assembly	6			PDCF01000067.1	Chromosome		NW_019776427.1	unlocalized-scaffold	8504033		15	chr6_part2
GCF_002901205.1	Primary Assembly	6			PDCF01000087.1	Chromosome		NW_019776428.1	unlocalized-scaffold	2327255		15	chr6_part3
GCF_002901205.1	Primary Assembly	6			PDCF01000098.1	Chromosome		NW_019776429.1	unlocalized-scaffold	1180173		15	chr6_part4
GCF_002901205.1	Primary Assembly	6			PDCF01000108.1	Chromosome		NW_019776430.1	unlocalized-scaffold	509449		15	chr6_part5
GCF_002901205.1	Primary Assembly	6			PDCF01000139.1	Chromosome		NW_019776432.1	unlocalized-scaffold	214370		15	chr6_part7
GCF_002901205.1	Primary Assembly	6			PDCF01003102.1	Chromosome		NW_019776433.1	unlocalized-scaffold	5926		15	chr6_part8
GCF_002901205.1	Primary Assembly	6			PDCF01005898.1	Chromosome		NW_019776434.1	unlocalized-scaffold	3267		15	chr6_part9
GCF_002901205.1	Primary Assembly	6			PDCF01006988.1	Chromosome		NW_019776421.1	unlocalized-scaffold	2878		15	chr6_part10
GCF_002901205.1	Primary Assembly	6			PDCF01007091.1	Chromosome		NW_019776422.1	unlocalized-scaffold	2848		15	chr6_part11
GCF_002901205.1	Primary Assembly	6			PDCF01009125.1	Chromosome		NW_019776423.1	unlocalized-scaffold	2451		15	chr6_part12
GCF_002901205.1	Primary Assembly	6			PDCF01009144.1	Chromosome		NW_019776424.1	unlocalized-scaffold	2449		15	chr6_part13
GCF_002901205.1	Primary Assembly	6			PDCF01009908.1	Chromosome		NW_019776425.1	unlocalized-scaffold	2379		15	chr6_part14
GCF_002901205.1	Primary Assembly	6			PDCF01010744.1	Chromosome		NW_019776431.1	unlocalized-scaffold	387337		15	chr6_part6
GCF_002901205.1	Primary Assembly	6			PDCF01012956.1	Chromosome		NW_019776426.1	unlocalized-scaffold	2253		15	chr6_part15
GCF_002901205.1	Primary Assembly	7			PDCF01000005.1	Chromosome		NW_019776435.1	unlocalized-scaffold	37076263		16	chr7_part1
GCF_002901205.1	Primary Assembly	7			PDCF01000089.1	Chromosome		NW_019776443.1	unlocalized-scaffold	1792108		16	chr7_part2
GCF_002901205.1	Primary Assembly	7			PDCF01000099.1	Chromosome		NW_019776444.1	unlocalized-scaffold	1122279		16	chr7_part3
GCF_002901205.1	Primary Assembly	7			PDCF01000117.1	Chromosome		NW_019776445.1	unlocalized-scaffold	371022		16	chr7_part4
GCF_002901205.1	Primary Assembly	7			PDCF01000184.1	Chromosome		NW_019776446.1	unlocalized-scaffold	107731		16	chr7_part5
GCF_002901205.1	Primary Assembly	7			PDCF01000297.1	Chromosome		NW_019776447.1	unlocalized-scaffold	51072		16	chr7_part6
GCF_002901205.1	Primary Assembly	7			PDCF01001883.1	Chromosome		NW_019776448.1	unlocalized-scaffold	9425		16	chr7_part7
GCF_002901205.1	Primary Assembly	7			PDCF01003533.1	Chromosome		NW_019776449.1	unlocalized-scaffold	5239		16	chr7_part8
GCF_002901205.1	Primary Assembly	7			PDCF01005480.1	Chromosome		NW_019776450.1	unlocalized-scaffold	3483		16	chr7_part9
GCF_002901205.1	Primary Assembly	7			PDCF01006232.1	Chromosome		NW_019776436.1	unlocalized-scaffold	3128		16	chr7_part10
GCF_002901205.1	Primary Assembly	7			PDCF01006302.1	Chromosome		NW_019776437.1	unlocalized-scaffold	3106		16	chr7_part11
GCF_002901205.1	Primary Assembly	7			PDCF01007698.1	Chromosome		NW_019776438.1	unlocalized-scaffold	2695		16	chr7_part12
GCF_002901205.1	Primary Assembly	7			PDCF01007716.1	Chromosome		NW_019776439.1	unlocalized-scaffold	2692		16	chr7_part13
GCF_002901205.1	Primary Assembly	7			PDCF01008687.1	Chromosome		NW_019776440.1	unlocalized-scaffold	2511		16	chr7_part14
GCF_002901205.1	Primary Assembly	7			PDCF01010321.1	Chromosome		NW_019776441.1	unlocalized-scaffold	2356		16	chr7_part15
GCF_002901205.1	Primary Assembly	7			PDCF01015283.1	Chromosome		NW_019776442.1	unlocalized-scaffold	2050		16	chr7_part16
GCF_002901205.1	Primary Assembly	8			PDCF01000019.1	Chromosome		NW_019776451.1	unlocalized-scaffold	18659498		11	chr8_part1
GCF_002901205.1	Primary Assembly	8			PDCF01000029.1	Chromosome		NW_019776454.1	unlocalized-scaffold	14164539		11	chr8_part2
GCF_002901205.1	Primary Assembly	8			PDCF01000121.1	Chromosome		NW_019776455.1	unlocalized-scaffold	317979		11	chr8_part3
GCF_002901205.1	Primary Assembly	8			PDCF01000201.1	Chromosome		NW_019776456.1	unlocalized-scaffold	90719		11	chr8_part4
GCF_002901205.1	Primary Assembly	8			PDCF01000228.1	Chromosome		NW_019776457.1	unlocalized-scaffold	77432		11	chr8_part5
GCF_002901205.1	Primary Assembly	8			PDCF01003675.1	Chromosome		NW_019776458.1	unlocalized-scaffold	5049		11	chr8_part6
GCF_002901205.1	Primary Assembly	8			PDCF01005236.1	Chromosome		NW_019776459.1	unlocalized-scaffold	3639		11	chr8_part7
GCF_002901205.1	Primary Assembly	8			PDCF01008486.1	Chromosome		NW_019776460.1	unlocalized-scaffold	2543		11	chr8_part8
GCF_002901205.1	Primary Assembly	8			PDCF01010471.1	Chromosome		NW_019776461.1	unlocalized-scaffold	2348		11	chr8_part9
GCF_002901205.1	Primary Assembly	8			PDCF01010604.1	Chromosome		NW_019776452.1	unlocalized-scaffold	2342		11	chr8_part10
GCF_002901205.1	Primary Assembly	8			PDCF01011360.1	Chromosome		NW_019776453.1	unlocalized-scaffold	2313		11	chr8_part11
GCF_002901205.1	Primary Assembly	9			PDCF01000018.1	Chromosome		NW_019776462.1	unlocalized-scaffold	18512997		8	chr9_part1
GCF_002901205.1	Primary Assembly	9			PDCF01000035.1	Chromosome		NW_019776463.1	unlocalized-scaffold	6249114		8	chr9_part2
GCF_002901205.1	Primary Assembly	9			PDCF01000105.1	Chromosome		NW_019776464.1	unlocalized-scaffold	701343		8	chr9_part3
GCF_002901205.1	Primary Assembly	9			PDCF01000116.1	Chromosome		NW_019776465.1	unlocalized-scaffold	373476		8	chr9_part4
GCF_002901205.1	Primary Assembly	9			PDCF01007361.1	Chromosome		NW_019776466.1	unlocalized-scaffold	2766		8	chr9_part5
GCF_002901205.1	Primary Assembly	9			PDCF01011825.1	Chromosome		NW_019776467.1	unlocalized-scaffold	2297		8	chr9_part6
GCF_002901205.1	Primary Assembly	9			PDCF01012605.1	Chromosome		NW_019776468.1	unlocalized-scaffold	2268		8	chr9_part7
GCF_002901205.1	Primary Assembly	9			PDCF01013970.1	Chromosome		NW_019776469.1	unlocalized-scaffold	2188		8	chr9_part8
GCF_002901205.1	Primary Assembly	10			PDCF01000016.1	Chromosome		NW_019776470.1	unlocalized-scaffold	20953881		5	chr10_part1
GCF_002901205.1	Primary Assembly	10			PDCF01007784.1	Chromosome		NW_019776471.1	unlocalized-scaffold	2678		5	chr10_part2
GCF_002901205.1	Primary Assembly	10			PDCF01007958.1	Chromosome		NW_019776472.1	unlocalized-scaffold	2646		5	chr10_part3
GCF_002901205.1	Primary Assembly	10			PDCF01007996.1	Chromosome		NW_019776473.1	unlocalized-scaffold	2640		5	chr10_part4
GCF_002901205.1	Primary Assembly	10			PDCF01014450.1	Chromosome		NW_019776474.1	unlocalized-scaffold	2139		5	chr10_part5
GCF_002901205.1	Primary Assembly	11			PDCF01000032.1	Chromosome		NW_019776475.1	unlocalized-scaffold	19542292		8	chr11_part1
GCF_002901205.1	Primary Assembly	11			PDCF01000065.1	Chromosome		NW_019776476.1	unlocalized-scaffold	1369380		8	chr11_part2
GCF_002901205.1	Primary Assembly	11			PDCF01000109.1	Chromosome		NW_019776477.1	unlocalized-scaffold	442576		8	chr11_part3
GCF_002901205.1	Primary Assembly	11			PDCF01000135.1	Chromosome		NW_019776478.1	unlocalized-scaffold	229272		8	chr11_part4
GCF_002901205.1	Primary Assembly	11			PDCF01000151.1	Chromosome		NW_019776479.1	unlocalized-scaffold	158355		8	chr11_part5
GCF_002901205.1	Primary Assembly	11			PDCF01000555.1	Chromosome		NW_019776480.1	unlocalized-scaffold	26651		8	chr11_part6
GCF_002901205.1	Primary Assembly	11			PDCF01001023.1	Chromosome		NW_019776481.1	unlocalized-scaffold	15575		8	chr11_part7
GCF_002901205.1	Primary Assembly	11			PDCF01009903.1	Chromosome		NW_019776482.1	unlocalized-scaffold	2379		8	chr11_part8
GCF_002901205.1	Primary Assembly	12			PDCF01000015.1	Chromosome		NW_019776483.1	unlocalized-scaffold	21469519		5	chr12_part1
GCF_002901205.1	Primary Assembly	12			PDCF01008617.1	Chromosome		NW_019776484.1	unlocalized-scaffold	2523		5	chr12_part2
GCF_002901205.1	Primary Assembly	12			PDCF01010622.1	Chromosome		NW_019776485.1	unlocalized-scaffold	2341		5	chr12_part3
GCF_002901205.1	Primary Assembly	12			PDCF01015233.1	Chromosome		NW_019776486.1	unlocalized-scaffold	2055		5	chr12_part4
GCF_002901205.1	Primary Assembly	12			PDCF01016535.1	Chromosome		NW_019776487.1	unlocalized-scaffold	1931		5	chr12_part5
GCF_002901205.1	Primary Assembly	13			PDCF01000045.1	Chromosome		NW_019776488.1	unlocalized-scaffold	9957247		10	chr13_part1
GCF_002901205.1	Primary Assembly	13			PDCF01000050.1	Chromosome		NW_019776490.1	unlocalized-scaffold	6950109		10	chr13_part2
GCF_002901205.1	Primary Assembly	13			PDCF01000092.1	Chromosome		NW_019776491.1	unlocalized-scaffold	1574503		10	chr13_part3
GCF_002901205.1	Primary Assembly	13			PDCF01000147.1	Chromosome		NW_019776492.1	unlocalized-scaffold	179541		10	chr13_part4
GCF_002901205.1	Primary Assembly	13			PDCF01000356.1	Chromosome		NW_019776493.1	unlocalized-scaffold	40908		10	chr13_part5
GCF_002901205.1	Primary Assembly	13			PDCF01001231.1	Chromosome		NW_019776494.1	unlocalized-scaffold	10874		10	chr13_part6
GCF_002901205.1	Primary Assembly	13			PDCF01004634.1	Chromosome		NW_019776495.1	unlocalized-scaffold	4052		10	chr13_part7
GCF_002901205.1	Primary Assembly	13			PDCF01007290.1	Chromosome		NW_019776496.1	unlocalized-scaffold	2790		10	chr13_part8
GCF_002901205.1	Primary Assembly	13			PDCF01010383.1	Chromosome		NW_019776497.1	unlocalized-scaffold	2353		10	chr13_part9
GCF_002901205.1	Primary Assembly	13			PDCF01024175.1	Chromosome		NW_019776489.1	unlocalized-scaffold	1342		10	chr13_part10
GCF_002901205.1	Primary Assembly	14			PDCF01000021.1	Chromosome		NW_019776499.1	unlocalized-scaffold	11656		5	chr14_part2
GCF_002901205.1	Primary Assembly	14			PDCF01000023.1	Chromosome		NW_019776498.1	unlocalized-scaffold	16846143		5	chr14_part1
GCF_002901205.1	Primary Assembly	14			PDCF01004723.1	Chromosome		NW_019776500.1	unlocalized-scaffold	4000		5	chr14_part3
GCF_002901205.1	Primary Assembly	14			PDCF01008348.1	Chromosome		NW_019776501.1	unlocalized-scaffold	2568		5	chr14_part4
GCF_002901205.1	Primary Assembly	14			PDCF01009350.1	Chromosome		NW_019776502.1	unlocalized-scaffold	2424		5	chr14_part5
GCF_002901205.1	Primary Assembly	15			PDCF01000028.1	Chromosome		NW_019776503.1	unlocalized-scaffold	14375695		3	chr15_part1
GCF_002901205.1	Primary Assembly	15			PDCF01012845.1	Chromosome		NW_019776504.1	unlocalized-scaffold	2258		3	chr15_part2
GCF_002901205.1	Primary Assembly	15			PDCF01014289.1	Chromosome		NW_019776505.1	unlocalized-scaffold	2157		3	chr15_part3
GCF_002901205.1	Primary Assembly	16			PDCF01000115.1	Chromosome		NW_019776506.1	unlocalized-scaffold	375417		1	chr16_part1
GCF_002901205.1	Primary Assembly	17			PDCF01000041.1	Chromosome		NW_019776507.1	unlocalized-scaffold	10909061		2	chr17_part1
GCF_002901205.1	Primary Assembly	17			PDCF01000177.1	Chromosome		NW_019776508.1	unlocalized-scaffold	116879		2	chr17_part2
GCF_002901205.1	Primary Assembly	18			PDCF01000033.1	Chromosome		NW_019776509.1	unlocalized-scaffold	12013002		5	chr18_part1
GCF_002901205.1	Primary Assembly	18			PDCF01000137.1	Chromosome		NW_019776511.1	unlocalized-scaffold	214888		5	chr18_part3
GCF_002901205.1	Primary Assembly	18			PDCF01000266.1	Chromosome		NW_019776512.1	unlocalized-scaffold	59359		5	chr18_part4
GCF_002901205.1	Primary Assembly	18			PDCF01000285.1	Chromosome		NW_019776510.1	unlocalized-scaffold	438520		5	chr18_part2
GCF_002901205.1	Primary Assembly	18			PDCF01007228.1	Chromosome		NW_019776513.1	unlocalized-scaffold	2805		5	chr18_part5
GCF_002901205.1	Primary Assembly	19			PDCF01000043.1	Chromosome		NW_019776514.1	unlocalized-scaffold	10439848		7	chr19_part1
GCF_002901205.1	Primary Assembly	19			PDCF01007686.1	Chromosome		NW_019776515.1	unlocalized-scaffold	2698		7	chr19_part2
GCF_002901205.1	Primary Assembly	19			PDCF01010250.1	Chromosome		NW_019776516.1	unlocalized-scaffold	2360		7	chr19_part3
GCF_002901205.1	Primary Assembly	19			PDCF01014496.1	Chromosome		NW_019776517.1	unlocalized-scaffold	2134		7	chr19_part4
GCF_002901205.1	Primary Assembly	19			PDCF01015117.1	Chromosome		NW_019776518.1	unlocalized-scaffold	2067		7	chr19_part5
GCF_002901205.1	Primary Assembly	19			PDCF01015162.1	Chromosome		NW_019776519.1	unlocalized-scaffold	2063		7	chr19_part6
GCF_002901205.1	Primary Assembly	19			PDCF01015489.1	Chromosome		NW_019776520.1	unlocalized-scaffold	2028		7	chr19_part7
GCF_002901205.1	Primary Assembly	20			PDCF01000040.1	Chromosome		NW_019776521.1	unlocalized-scaffold	10690660		5	chr20_part1
GCF_002901205.1	Primary Assembly	20			PDCF01000072.1	Chromosome		NW_019776522.1	unlocalized-scaffold	3109909		5	chr20_part2
GCF_002901205.1	Primary Assembly	20			PDCF01000091.1	Chromosome		NW_019776523.1	unlocalized-scaffold	1718947		5	chr20_part3
GCF_002901205.1	Primary Assembly	20			PDCF01000128.1	Chromosome		NW_019776524.1	unlocalized-scaffold	260298		5	chr20_part4
GCF_002901205.1	Primary Assembly	20			PDCF01011387.1	Chromosome		NW_019776525.1	unlocalized-scaffold	2312		5	chr20_part5
GCF_002901205.1	Primary Assembly	21			PDCF01000053.1	Chromosome		NW_019776526.1	unlocalized-scaffold	7020392		3	chr21_part1
GCF_002901205.1	Primary Assembly	21			PDCF01000101.1	Chromosome		NW_019776527.1	unlocalized-scaffold	2713974		3	chr21_part2
GCF_002901205.1	Primary Assembly	21			PDCF01014801.1	Chromosome		NW_019776528.1	unlocalized-scaffold	2102		3	chr21_part3
GCF_002901205.1	Primary Assembly	22			PDCF01000062.1	Chromosome		NW_019776529.1	unlocalized-scaffold	4815562		4	chr22_part1
GCF_002901205.1	Primary Assembly	22			PDCF01003420.1	Chromosome		NW_019776530.1	unlocalized-scaffold	5405		4	chr22_part2
GCF_002901205.1	Primary Assembly	22			PDCF01007650.1	Chromosome		NW_019776531.1	unlocalized-scaffold	2703		4	chr22_part3
GCF_002901205.1	Primary Assembly	22			PDCF01013022.1	Chromosome		NW_019776532.1	unlocalized-scaffold	2249		4	chr22_part4
GCF_002901205.1	Primary Assembly	23			PDCF01000055.1	Chromosome		NW_019776533.1	unlocalized-scaffold	6621440		3	chr23_part1
GCF_002901205.1	Primary Assembly	23			PDCF01004665.1	Chromosome		NW_019776534.1	unlocalized-scaffold	4032		3	chr23_part2
GCF_002901205.1	Primary Assembly	23			PDCF01005316.1	Chromosome		NW_019776535.1	unlocalized-scaffold	3580		3	chr23_part3
GCF_002901205.1	Primary Assembly	24			PDCF01000052.1	Chromosome		NW_019776536.1	unlocalized-scaffold	7017314		2	chr24_part1
GCF_002901205.1	Primary Assembly	24			PDCF01007291.1	Chromosome		NW_019776537.1	unlocalized-scaffold	2790		2	chr24_part2
GCF_002901205.1	Primary Assembly	25			PDCF01000079.1	Chromosome		NW_019776538.1	unlocalized-scaffold	2890538		5	chr25_part1
GCF_002901205.1	Primary Assembly	25			PDCF01005975.1	Chromosome		NW_019776539.1	unlocalized-scaffold	3239		5	chr25_part2
GCF_002901205.1	Primary Assembly	25			PDCF01014052.1	Chromosome		NW_019776540.1	unlocalized-scaffold	2180		5	chr25_part3
GCF_002901205.1	Primary Assembly	25			PDCF01015443.1	Chromosome		NW_019776541.1	unlocalized-scaffold	2033		5	chr25_part4
GCF_002901205.1	Primary Assembly	25			PDCF01015553.1	Chromosome		NW_019776542.1	unlocalized-scaffold	2023		5	chr25_part5
GCF_002901205.1	Primary Assembly	26			PDCF01000051.1	Chromosome		NW_019776543.1	unlocalized-scaffold	7010976		5	chr26_part1
GCF_002901205.1	Primary Assembly	26			PDCF01000492.1	Chromosome		NW_019776544.1	unlocalized-scaffold	29540		5	chr26_part2
GCF_002901205.1	Primary Assembly	26			PDCF01000769.1	Chromosome		NW_019776545.1	unlocalized-scaffold	19923		5	chr26_part3
GCF_002901205.1	Primary Assembly	26			PDCF01011918.1	Chromosome		NW_019776546.1	unlocalized-scaffold	2293		5	chr26_part4
GCF_002901205.1	Primary Assembly	26			PDCF01026123.1	Chromosome		NW_019776547.1	unlocalized-scaffold	1203		5	chr26_part5
GCF_002901205.1	Primary Assembly	27			PDCF01000059.1	Chromosome		NW_019776548.1	unlocalized-scaffold	5399603		2	chr27_part1
GCF_002901205.1	Primary Assembly	27			PDCF01000152.1	Chromosome		NW_019776549.1	unlocalized-scaffold	160193		2	chr27_part2
GCF_002901205.1	Primary Assembly	28			PDCF01000056.1	Chromosome		NW_019776550.1	unlocalized-scaffold	5973882		3	chr28_part1
GCF_002901205.1	Primary Assembly	28			PDCF01000630.1	Chromosome		NW_019776551.1	unlocalized-scaffold	23789		3	chr28_part2
GCF_002901205.1	Primary Assembly	28			PDCF01002222.1	Chromosome		NW_019776552.1	unlocalized-scaffold	8152		3	chr28_part3
GCF_002901205.1	Primary Assembly	LGE22C19W28			PDCF01000081.1	Chromosome		NW_019776553.1	unlocalized-scaffold	2767459		2	chrLGE22C19W28_part1
GCF_002901205.1	Primary Assembly	LGE22C19W28			PDCF01022804.1	Chromosome		NW_019776554.1	unlocalized-scaffold	1442		2	chrLGE22C19W28_part2
GCF_002901205.1	Primary Assembly	LGE64			PDCF01000362.1	Chromosome		NW_019776555.1	unlocalized-scaffold	40056		1	chrLGE64_part1
GCF_002901205.1	Primary Assembly	Z			PDCF01000017.1	Chromosome		NW_019776556.1	unlocalized-scaffold	19851377		28	chrZ_part1
