SNP.Name,Chromosome,cM.Position.Sex.Averaged,cM.Position.Female,cM.Position.Male,Genome.Position.Oarv3.1
OAR1_33043220.1,1,43.389,35.769,57.931,32301465
s66067.1,1,43.389,35.769,57.931,32383459
OAR1_33161254.1,1,43.472,35.872,57.931,32427554
s52869.1,1,43.472,35.872,57.931,32468399
OAR1_33323393.1,1,43.472,35.872,57.931,32593767
OAR1_33359684_X.1,1,43.472,35.872,57.931,32629936
OAR1_33393829.1,1,43.472,35.872,57.931,32665395
s50290.1,1,43.67,36.167,57.931,32731085
s59842.1,1,43.67,36.167,57.931,32755936
OAR1_33511295.1,1,43.67,36.167,57.931,32775568
OAR1_33544806.1,1,43.67,36.167,57.931,32810494
s51949.1,1,43.67,36.167,57.931,32871895
OAR1_33644654.1,1,43.67,36.167,57.931,32915213
OAR1_33752813.1,1,43.67,36.167,57.931,33019228
OAR1_33804014.1,1,43.954,36.63,57.931,33071830
OAR1_33864798.1,1,43.954,36.63,57.931,33134760
OAR1_34027998.1,1,43.954,36.63,57.931,33295297
OAR1_34041305.1,1,43.954,36.63,57.931,33308065
s26829.1,1,43.954,36.63,57.931,33355888
OAR1_34153975.1,1,43.954,36.63,57.931,33411858
s11900.1,1,43.954,36.63,57.931,33449730
s40404.1,1,44.056,36.63,58.282,33493053
s15094.1,1,44.056,36.63,58.282,33596869
s26451.1,1,44.056,36.63,58.282,33644281
OAR1_34451730.1,1,44.056,36.63,58.282,33683222
s32858.1,1,44.056,36.63,58.282,33745198
OAR1_34571240.1,1,44.056,36.63,58.282,33806609
OAR1_34595582.1,1,44.886,37.665,58.441,33829792
s50085.1,1,44.886,37.665,58.441,33947907
OAR1_34737700.1,1,44.886,37.665,58.441,33972724
OAR1_34775368.1,1,44.886,37.665,58.441,34014733
OAR1_34814178.1,1,44.886,37.665,58.441,34057911
OAR1_34823051.1,1,44.886,37.665,58.441,34067382
OAR1_34876908.1,1,45.068,37.665,59.074,34118937
OAR1_34937374.1,1,45.129,37.967,59.074,34179162
s48655.1,1,45.283,37.967,59.074,34246092
OAR1_35059392.1,1,45.283,37.967,59.074,34301440
OAR1_35606506.1,1,45.722,38.408,59.537,34659473
OAR1_35643275.1,1,45.722,38.408,59.537,34689399
OAR1_35680080.1,1,45.926,38.546,60,34731590
OAR1_35717733.1,1,45.926,38.546,60,34769254
OAR1_35762815.1,1,45.937,38.546,60,34815815
OAR1_35774685.1,1,46.185,38.918,60,34828018
OAR1_35826022.1,1,46.185,38.918,60,34864190
OAR1_35866895_X.1,1,46.185,38.918,60,34903072
OAR1_35880392.1,1,46.185,38.918,60,34917135
OAR1_35929107.1,1,46.185,38.918,60,34965090
OAR1_35949478.1,1,46.185,38.918,60,34984758
OAR1_36005563_X.1,1,46.185,38.918,60,35037755
s71554.1,1,46.185,38.918,60,35085108
OAR1_36080883.1,1,46.185,38.918,60,35121626
s75656.1,1,46.185,38.918,60,35171601
OAR1_36193466.1,1,46.185,38.918,60,35229200
OAR1_36249180_X.1,1,46.523,39.385,60.224,35287583
OAR1_36268411.1,1,46.523,39.385,60.224,35305689
OAR1_36351741.1,1,46.641,39.385,60.371,35381250
OAR1_36581483.1,1,46.884,39.739,60.545,35619965
OAR1_36621076.1,1,46.884,39.739,60.545,35661180
s47685.1,1,46.884,39.739,60.545,35711795
OAR1_36734806.1,1,46.884,39.739,60.545,35765365
s21447.1,1,46.884,39.739,60.545,35833194
OAR1_36892031.1,1,46.884,39.739,60.545,35921824
OAR1_37049145.1,1,47.197,40.077,60.65,36083524
OAR1_37143987.1,1,47.823,40.383,61.952,36174703
OAR1_37175864.1,1,47.823,40.383,61.952,36207781
s48148.1,1,48.693,40.832,64.07,36376231
OAR1_37360072.1,1,48.693,40.832,64.07,36391159
s30526.1,1,48.979,41.006,64.588,36443661
s24450.1,1,48.979,41.006,64.588,36524386
OAR1_37820087.1,1,49.82,41.888,64.749,36813076
OAR1_37868706.1,1,49.82,41.888,64.749,36866270
OAR1_37970060.1,1,49.852,41.984,64.749,36969515
OAR1_38005791.1,1,49.852,41.984,64.749,37007146
s15031.1,1,50.038,42.265,64.749,37297296
s13613.1,1,50.038,42.265,64.749,37304186
OAR1_38393616.1,1,50.038,42.265,64.749,37354245
OAR1_38477503.1,1,50.412,42.621,65.269,37434408
OAR1_38526208.1,1,50.412,42.621,65.269,37481382
OAR1_38551279.1,1,50.428,42.621,65.269,37504986
OAR1_38581202.1,1,50.536,42.774,65.269,37533058
OAR1_38627380.1,1,50.536,42.774,65.269,37577304
OAR1_38686643.1,1,50.536,42.774,65.269,37638661
OAR1_38783627.1,1,50.536,42.774,65.269,37738909
OAR1_39192533.1,1,51.005,43.6,65.269,37888645
OAR1_38952997.1,1,51.005,43.6,65.269,37896574
OAR1_39106935.1,1,51.005,43.6,65.269,38003251
OAR1_39154871.1,1,51.172,43.6,65.549,38049463
OAR1_39162234_X.1,1,51.172,43.6,65.549,38056915
s01639.1,1,51.172,43.6,65.549,38095589
OAR1_39269616.1,1,51.877,44.504,65.998,38127685
OAR1_39311722.1,1,51.877,44.504,65.998,38170719
OAR1_39378088.1,1,51.877,44.504,65.998,38191431
OAR1_39362302.1,1,51.877,44.504,65.998,38202816
OAR1_39492494.1,1,52.069,44.789,65.998,38284914
OAR1_39502527.1,1,52.069,44.789,65.998,38295575
OAR1_39518757.1,1,52.096,44.789,66.01,38313103
OAR1_39540579.1,1,52.096,44.789,66.01,38337673
OAR1_39566435.1,1,52.3,44.919,66.328,38363048
OAR1_39674755.1,1,52.381,45.269,66.328,38467737
OAR1_39850200.1,1,52.595,45.269,66.802,38633519
s06710.1,1,52.595,45.269,66.802,38690672
s70539.1,1,52.759,45.368,66.802,38713856
OAR1_39983102.1,1,52.889,45.606,66.802,38758317
OAR1_40030112.1,1,52.889,45.606,66.802,38809812
OAR1_40061890.1,1,52.889,45.606,66.802,38842224
OAR1_40088131.1,1,52.889,45.606,66.802,38868294
OAR1_40116778.1,1,53.241,45.963,67.189,38896655
s33893.1,1,53.241,45.963,67.189,38960363
s69959.1,1,53.241,45.963,67.189,39002554
OAR1_40376821.1,1,53.241,45.963,67.189,39147338
OAR1_40393522.1,1,53.241,45.963,67.189,39163386
OAR1_40400919.1,1,53.241,45.963,67.189,39170317
OAR1_40463470.1,1,53.241,45.963,67.189,39226937
OAR1_40517497.1,1,53.74,46.692,67.189,39280480
s69444.1,1,53.74,46.692,67.189,39292694
OAR1_40651944_X.1,1,53.938,46.847,67.51,39333421
OAR1_40686911.1,1,53.938,46.847,67.51,39376128
OAR1_40732785.1,1,53.938,46.847,67.51,39415988
OAR1_40768615.1,1,53.938,46.847,67.51,39455736
OAR1_40795862.1,1,53.938,46.847,67.51,39487206
OAR1_40813548.1,1,53.938,46.847,67.51,39510589
s72748.1,1,54.144,46.847,67.894,39575615
OAR1_40975836.1,1,54.144,46.847,67.894,39668878
OAR1_41004192.1,1,54.144,46.847,67.894,39699299
OAR1_41047950.1,1,54.144,46.847,67.894,39740431
s16767.1,1,54.144,46.847,67.894,39829283
OAR1_41166835.1,1,54.318,47.262,67.894,39862092
OAR1_41210828.1,1,54.318,47.262,67.894,39908351
OAR1_41220308.1,1,54.318,47.262,67.894,39918446
OAR1_41306759.1,1,54.318,47.262,67.894,40006226
OAR1_41371451.1,1,54.376,47.293,67.894,40070699
OAR1_41430163.1,1,54.376,47.293,67.894,40126436
OAR1_41497208.1,1,54.508,47.736,67.894,40190989
OAR1_41530331.1,1,54.898,47.736,68.57,40223705
OAR1_41607999.1,1,54.898,47.736,68.57,40294532
OAR1_41661218.1,1,54.898,47.736,68.57,40358818
OAR1_41816754.1,1,54.898,47.736,68.57,40403784
OAR1_41824180.1,1,54.898,47.736,68.57,40410060
OAR1_41851018.1,1,54.898,47.736,68.57,40438064
s28657.1,1,54.898,47.736,68.57,40535514
s30054.1,1,55.18,48.122,68.57,40617392
OAR1_42038601.1,1,55.18,48.122,68.57,40632790
OAR1_42065742.1,1,55.18,48.122,68.57,40649784
OAR1_42138778.1,1,55.492,48.525,68.57,40724628
OAR1_42168539.1,1,55.78,48.525,69.682,40761554
OAR1_42191539.1,1,55.78,48.525,69.682,40787782
OAR1_42292919.1,1,55.953,48.808,69.682,40872239
OAR1_42467729_X.1,1,56.046,48.82,69.814,41045334
OAR1_42478835.1,1,56.216,48.991,70.011,41057142
OAR1_42655563.1,1,56.216,48.991,70.011,41178968
OAR1_42759185.1,1,56.216,48.991,70.011,41287082
OAR1_42809521.1,1,56.216,48.991,70.011,41335132
OAR1_42858124.1,1,56.558,49.311,70.376,41383840
OAR1_42899127.1,1,56.558,49.311,70.376,41424489
OAR1_42933481.1,1,56.558,49.311,70.376,41456605
OAR1_42968648.1,1,56.713,49.396,70.809,41492360
OAR1_43022391.1,1,56.713,49.396,70.809,41545764
OAR1_43042460.1,1,56.713,49.396,70.809,41564355
OAR1_43083702.1,1,56.713,49.396,70.809,41602942
OAR1_43124870.1,1,56.713,49.396,70.809,41644220
OAR1_43197562.1,1,57.131,49.795,71.129,41714742
OAR1_43274517.1,1,57.131,49.795,71.129,41787987
OAR1_43323062.1,1,57.307,49.967,71.402,41837170
OAR1_43407936.1,1,57.901,50.608,71.753,41922812
OAR1_43448305.1,1,57.901,50.608,71.753,41961495
OAR1_43483994.1,1,58.041,51.194,71.753,41997167
OAR1_43591299.1,1,58.504,51.283,72.241,42108474
OAR1_43609775.1,1,58.504,51.283,72.241,42128684
OAR1_43868196.1,1,58.504,51.283,72.241,42383135
s37285.1,1,58.504,51.283,72.241,42431526
s54617.1,1,59.112,52.035,72.591,42470458
OAR1_43994216.1,1,59.112,52.035,72.591,42495087
OAR1_44090814.1,1,59.112,52.035,72.591,42594579
s54796.1,1,59.19,52.177,72.591,42656182
OAR1_44185492.1,1,59.19,52.177,72.591,42686806
OAR1_44241542.1,1,59.19,52.177,72.591,42737432
OAR1_44290160.1,1,59.467,52.444,72.86,42805325
s04347.1,1,59.467,52.444,72.86,42856505
OAR1_44413743.1,1,59.467,52.444,72.86,42883692
OAR1_44420033.1,1,59.467,52.444,72.86,42890145
s33077.1,1,60.157,52.968,73.84,43022408
s49519.1,1,60.157,52.968,73.84,43069450
s31243.1,1,60.157,52.968,73.84,43120030
OAR1_44681265.1,1,60.157,52.968,73.84,43127535
OAR1_44780695.1,1,60.157,52.968,73.84,43223584
OAR1_44840101.1,1,60.157,52.968,73.84,43279373
OAR1_44848802.1,1,60.157,52.968,73.84,43289777
s58926.1,1,60.565,53.443,74.259,43376092
s17842.1,1,60.627,53.443,74.369,43412715
OAR1_45014772.1,1,60.74,53.443,74.549,43452165
OAR1_45043922.1,1,60.914,53.649,74.734,43480604
OAR1_45270297.1,1,60.914,53.649,74.734,43681990
OAR1_45327694.1,1,60.914,53.649,74.734,43738147
OAR1_45408089.1,1,60.914,53.649,74.734,43808890
OAR1_45428149.1,1,60.914,53.649,74.734,43827197
OAR1_45507542.1,1,60.914,53.649,74.734,43914646
OAR1_45559516.1,1,60.914,53.649,74.734,44026375
OAR1_45679268.1,1,60.914,53.649,74.734,44116873
OAR1_45752051.1,1,61.184,53.896,75.022,44190462
OAR1_45788763.1,1,61.184,53.896,75.022,44226437
OAR1_45896510.1,1,61.367,54.143,75.143,44322623
OAR1_46015898.1,1,61.367,54.143,75.143,44438055
OAR1_46055595.1,1,61.367,54.143,75.143,44477844
OAR1_46249324.1,1,61.367,54.143,75.143,44556454
OAR1_46289114.1,1,61.496,54.229,75.316,44603325
OAR1_46324129.1,1,61.496,54.229,75.316,44681816
OAR1_46385796.1,1,61.496,54.229,75.316,44750512
OAR1_46417199_X.1,1,61.496,54.229,75.316,44779226
OAR1_46456653.1,1,61.496,54.229,75.316,44825237
OAR1_46489104.1,1,61.496,54.229,75.316,44851437
OAR1_46497525.1,1,61.496,54.229,75.316,44859968
OAR1_46640007.1,1,61.496,54.229,75.316,44932568
OAR1_46676235.1,1,61.564,54.229,75.488,44966662
OAR1_46704784.1,1,61.564,54.229,75.488,45000954
OAR1_46854842.1,1,61.564,54.229,75.488,45161695
OAR1_46879504.1,1,61.564,54.229,75.488,45188524
OAR1_46890376.1,1,61.564,54.229,75.488,45196769
OAR1_47033695_X.1,1,61.564,54.229,75.488,45347887
OAR1_47194601.1,1,61.774,54.438,75.673,45510988
s28129.1,1,62.088,54.858,75.859,45566434
OAR1_47291615.1,1,62.088,54.858,75.859,45606454
OAR1_47348433.1,1,62.088,54.858,75.859,45661974
OAR1_47377110.1,1,62.088,54.858,75.859,45692057
OAR1_47449016.1,1,62.088,54.858,75.859,45758020
OAR1_47495026.1,1,62.088,54.858,75.859,45803728
OAR1_47560140.1,1,62.088,54.858,75.859,45842845
OAR1_47578504.1,1,62.088,54.858,75.859,45866593
OAR1_47597386.1,1,62.088,54.858,75.859,45888560
OAR1_47719852.1,1,62.088,54.858,75.859,46013940
OAR1_47862668.1,1,62.088,54.858,75.859,46099328
OAR1_47912038.1,1,62.595,55.554,76.08,46142764
OAR1_47955876.1,1,62.595,55.554,76.08,46183594
OAR1_47969746.1,1,62.595,55.554,76.08,46197717
s33659.1,1,62.707,55.554,76.229,46251743
OAR1_48122363.1,1,62.745,55.592,76.284,46354569
OAR1_48175544.1,1,62.78,55.626,76.332,46405823
OAR1_48189618.1,1,62.814,55.659,76.379,46419637
OAR1_48213459.1,1,62.852,55.696,76.431,46443244
OAR1_48277895.1,1,62.897,55.759,76.431,46511856
OAR1_48311255.1,1,62.942,55.82,76.431,46542493
OAR1_48373831.1,1,62.942,55.82,76.431,46675988
OAR1_48547376.1,1,62.942,55.82,76.431,46818281
OAR1_48683893.1,1,63.075,56.091,76.431,46956837
OAR1_48720750.1,1,63.245,56.091,76.803,46988666
s14904.1,1,63.245,56.091,76.803,47026546
s25087.1,1,63.245,56.091,76.803,47048984
OAR1_48901255.1,1,63.245,56.091,76.803,47166473
s73242.1,1,63.675,56.401,77.49,47199195
OAR1_48960585.1,1,63.675,56.401,77.49,47230218
OAR1_48995273.1,1,63.675,56.401,77.49,47261090
OAR1_49032119.1,1,63.675,56.401,77.49,47300571
OAR1_49079223.1,1,64.117,56.599,78.422,47348063
s68890.1,1,64.117,56.599,78.422,47471165
OAR1_49281958.1,1,64.117,56.599,78.422,47543632
OAR1_49294129.1,1,64.117,56.599,78.422,47555156
OAR1_49317310.1,1,64.117,56.599,78.422,47578607
OAR1_49492036.1,1,64.117,56.599,78.422,47747760
OAR1_49545500_X.1,1,64.117,56.599,78.422,47803936
OAR1_49634137.1,1,64.117,56.599,78.422,47892591
s38356.1,1,64.117,56.599,78.422,48071822
OAR1_50137413.1,1,64.117,56.599,78.422,48262273
OAR1_50166131.1,1,64.117,56.599,78.422,48274172
OAR1_50219468.1,1,64.117,56.599,78.422,48332675
OAR1_50246968.1,1,64.117,56.599,78.422,48354976
OAR1_50287726.1,1,64.117,56.599,78.422,48393355
OAR1_50348647.1,1,64.117,56.599,78.422,48452612
OAR1_50383125.1,1,64.294,56.599,78.88,48491110
OAR1_50682135.1,1,64.562,56.923,79.29,48769836
OAR1_50742248.1,1,64.562,56.923,79.29,48843181
OAR1_50971080.1,1,64.562,56.923,79.29,48976600
OAR1_51158880.1,1,64.562,56.923,79.29,49056164
OAR1_51226693.1,1,64.562,56.923,79.29,49123644
s05689.1,1,64.73,57.097,79.338,49191082
OAR1_51307088.1,1,64.73,57.097,79.338,49216343
OAR1_51459020_X.1,1,64.73,57.097,79.338,49368000
OAR1_51620522.1,1,64.922,57.097,79.869,49532411
OAR1_51781186.1,1,64.922,57.097,79.869,49645045
OAR1_51821448.1,1,64.922,57.097,79.869,49686118
OAR1_51833033.1,1,64.922,57.097,79.869,49698300
OAR1_52004573.1,1,65.189,57.373,80.136,49870684
OAR1_52048533.1,1,65.318,57.469,80.278,49897092
OAR1_52085279.1,1,65.437,57.551,80.404,49932372
OAR1_52166352.1,1,65.521,57.551,80.556,50020713
OAR1_52227026.1,1,65.521,57.551,80.556,50083890
OAR1_52263906.1,1,65.521,57.551,80.556,50120343
OAR1_52312510.1,1,65.521,57.551,80.556,50168432
OAR1_52347468.1,1,65.521,57.551,80.556,50204860
OAR1_52374321.1,1,65.653,57.833,80.556,50229647
OAR1_52398580.1,1,65.653,57.833,80.556,50250861
s25789.1,1,65.653,57.833,80.556,50306410
OAR1_52518679.1,1,65.683,57.873,80.556,50373341
OAR1_52559106.1,1,65.724,57.93,80.556,50412664
OAR1_52607477.1,1,65.724,57.93,80.556,50465210
OAR1_52636268.1,1,65.724,57.93,80.556,50494736
OAR1_52693319.1,1,65.724,57.93,80.556,50555666
OAR1_52744886.1,1,65.724,57.93,80.556,50596811
OAR1_52767848.1,1,65.724,57.93,80.556,50621736
OAR1_52908583.1,1,65.917,58.142,80.715,50766596
OAR1_53013277.1,1,65.917,58.142,80.715,50859612
OAR1_53100587.1,1,65.917,58.142,80.715,50951986
OAR1_53231316.1,1,65.917,58.142,80.715,51095438
OAR1_53266044.1,1,65.917,58.142,80.715,51131612
OAR1_53280983.1,1,65.917,58.142,80.715,51148490
OAR1_53401053.1,1,66.318,58.336,81.681,51261221
s03901.1,1,66.586,58.439,82.305,51396124
OAR1_53726695.1,1,66.586,58.439,82.305,51449360
OAR1_53811180.1,1,66.586,58.439,82.305,51530320
OAR1_53877100.1,1,66.772,58.568,82.534,51590592
OAR1_53930788.1,1,66.772,58.568,82.534,51646151
OAR1_53955787.1,1,66.772,58.568,82.534,51675055
s68160.1,1,67.138,58.795,83.217,51787802
OAR1_54106443.1,1,67.245,58.795,83.217,51826353
s61191.1,1,67.245,58.795,83.217,51915484
OAR1_54229566.1,1,67.245,58.795,83.217,51946782
s70485.1,1,67.289,59.06,83.217,51972706
OAR1_54350679.1,1,67.289,59.06,83.217,52011976
OAR1_54397975.1,1,67.389,59.19,83.217,52057956
OAR1_54459161.1,1,67.534,59.356,83.217,52118283
OAR1_54495204.1,1,67.676,59.517,83.217,52149039
OAR1_54721896.1,1,67.676,59.517,83.217,52381551
OAR1_54747951.1,1,67.676,59.517,83.217,52407771
OAR1_54796405.1,1,67.722,59.6,83.217,52454161
s11882.1,1,67.722,59.6,83.217,52484108
OAR1_54955557.1,1,67.722,59.6,83.217,52559137
OAR1_54997728.1,1,68.263,60.429,83.217,52599367
OAR1_54989563.1,1,68.263,60.429,83.217,52604897
s58993.1,1,68.263,60.429,83.217,52630864
OAR1_55194024.1,1,68.408,60.429,83.551,52750780
OAR1_55300202.1,1,68.508,60.602,83.551,52850429
OAR1_55603856.1,1,68.554,60.682,83.551,53024458
OAR1_55655089.1,1,68.597,60.753,83.551,53074711
OAR1_55707992_X.1,1,68.597,60.753,83.551,53124616
OAR1_55749530.1,1,68.597,60.753,83.551,53162188
s05776.1,1,68.597,60.753,83.551,53204423
OAR1_55820164.1,1,68.597,60.753,83.551,53234840
OAR1_55869497.1,1,68.641,60.753,83.677,53285316
s17708.1,1,68.686,60.753,83.808,53355068
OAR1_55965072.1,1,68.792,60.847,84.033,53385876
OAR1_56190988.1,1,69.144,61.37,84.033,53597841
OAR1_56211697.1,1,69.144,61.37,84.033,53618252
OAR1_56266714.1,1,69.144,61.37,84.033,53668236
OAR1_56306680.1,1,69.144,61.37,84.033,53710321
OAR1_56372435.1,1,69.144,61.37,84.033,53773014
OAR1_56433278.1,1,69.144,61.37,84.033,53798164
OAR1_56507935.1,1,69.144,61.37,84.033,53875325
OAR1_56549471.1,1,69.204,61.37,84.116,53914250
OAR1_56620267.1,1,69.262,61.37,84.196,53988591
s52219.1,1,69.364,61.619,84.196,54020598
OAR1_56685682.1,1,69.364,61.619,84.196,54052331
s73207.1,1,69.434,61.619,84.385,54152286
OAR1_57075579.1,1,69.434,61.619,84.385,54232979
OAR1_57519742.1,1,70.082,62.032,85.247,54625392
OAR1_57568179.1,1,70.082,62.032,85.247,54660528
DU395740_415.1,1,70.336,62.455,85.487,54730309
s26674.1,1,70.336,62.455,85.487,54769787
OAR1_57729403.1,1,70.336,62.455,85.487,54828729
OAR1_57786513.1,1,70.523,62.656,85.712,54886359
OAR1_57838218.1,1,70.523,62.656,85.712,54942118
OAR1_57912778.1,1,70.523,62.656,85.712,54979835
OAR1_57941516.1,1,70.811,62.874,86.112,55009756
s35436.1,1,71.192,62.874,86.778,55099580
OAR1_58076698.1,1,71.192,62.874,86.778,55133477
OAR1_58146474.1,1,71.355,63.321,86.778,55200354
OAR1_58298578.1,1,71.355,63.321,86.778,55355187
OAR1_58337978.1,1,71.559,63.474,86.953,55391260
OAR1_58471290.1,1,71.559,63.474,86.953,55523410
OAR1_58494261.1,1,71.706,63.653,87.062,55553416
OAR1_58557145.1,1,71.706,63.653,87.062,55626796
OAR1_58627940.1,1,71.706,63.653,87.062,55702139
s19824.1,1,71.706,63.653,87.062,55759528
OAR1_58746085.1,1,71.763,63.731,87.062,55807319
OAR1_58778285.1,1,71.829,63.82,87.062,55845405
OAR1_58824777_X.1,1,71.829,63.82,87.062,55884312
OAR1_58842022.1,1,71.852,63.858,87.062,55899592
OAR1_58907550.1,1,71.871,63.889,87.062,55959313
OAR1_58938560.1,1,71.894,63.924,87.062,55989663
OAR1_58965035.1,1,71.894,63.924,87.062,56017782
OAR1_59008890.1,1,71.894,63.924,87.062,56067723
OAR1_59033021.1,1,71.894,63.924,87.062,56091191
OAR1_59116550.1,1,71.894,63.924,87.062,56144857
s53539.1,1,72.229,64.182,87.663,56273963
OAR1_59316114.1,1,72.229,64.182,87.663,56341293
OAR1_59376965.1,1,72.229,64.182,87.663,56395820
s05724.1,1,72.229,64.182,87.663,56437438
OAR1_59485241.1,1,72.357,64.353,87.663,56514297
OAR1_59516036.1,1,72.357,64.353,87.663,56550698
OAR1_59527140.1,1,72.357,64.353,87.663,56560691
OAR1_59661335.1,1,72.357,64.353,87.663,56660215
OAR1_59752385.1,1,72.357,64.353,87.663,56743803
OAR1_59993498.1,1,72.357,64.353,87.663,56971923
OAR1_60012212.1,1,72.357,64.353,87.663,56993351
OAR1_60063674.1,1,72.577,64.599,87.855,57039707
OAR1_60169765.1,1,72.577,64.599,87.855,57147186
OAR1_60233253.1,1,72.577,64.599,87.855,57208160
OAR1_60267266.1,1,72.577,64.599,87.855,57249759
OAR1_60303596.1,1,72.577,64.599,87.855,57283179
OAR1_60333122.1,1,73.02,65.196,88.108,57316101
OAR1_60385738.1,1,73.02,65.196,88.108,57368619
OAR1_60573392.1,1,73.411,65.53,88.634,57540822
OAR1_60649800.1,1,73.594,65.53,89.066,57612556
OAR1_60716093.1,1,73.711,65.53,89.305,57676142
OAR1_60750138.1,1,73.711,65.53,89.305,57704929
OAR1_60787591.1,1,73.711,65.53,89.305,57739410
OAR1_60831182.1,1,73.814,65.53,89.496,57783473
OAR1_60838371.1,1,73.867,65.551,89.562,57789949
OAR1_61145066.1,1,74.128,65.894,89.878,57981823
OAR1_61237925.1,1,74.128,65.894,89.878,58019251
OAR1_61335860.1,1,74.128,65.894,89.878,58124042
OAR1_61353037.1,1,74.128,65.894,89.878,58141169
OAR1_61456612.1,1,74.128,65.894,89.878,58242663
OAR1_61493280.1,1,74.128,65.894,89.878,58277276
OAR1_61538612_X.1,1,74.128,65.894,89.878,58332201
OAR1_61632428.1,1,74.128,65.894,89.878,58415737
OAR1_61654057.1,1,74.128,65.894,89.878,58438952
OAR1_61727500_X.1,1,74.348,66.064,90.212,58520705
OAR1_61758118.1,1,74.348,66.064,90.212,58544339
OAR1_61770918.1,1,74.348,66.064,90.212,58556966
OAR1_61888956.1,1,74.348,66.064,90.212,58652602
s51693.1,1,74.428,66.18,90.212,58877037
OAR1_62133622.1,1,74.428,66.18,90.212,58936648
OAR1_62185766.1,1,74.657,66.485,90.212,58985824
OAR1_62256077_X.1,1,74.657,66.485,90.212,59062240
OAR1_62343378.1,1,74.857,66.734,90.212,59150635
s57947.1,1,75.439,67.367,90.85,59258183
OAR1_62486992.1,1,75.439,67.367,90.85,59293075
OAR1_62521467.1,1,75.439,67.367,90.85,59326649
OAR1_62820524.1,1,75.459,67.428,90.85,59519142
OAR1_63015004.1,1,75.667,67.72,90.85,59608814
OAR1_63040872.1,1,75.667,67.72,90.85,59625317
OAR1_63062950.1,1,75.667,67.72,90.85,59642266
OAR1_63186311.1,1,75.667,67.72,90.85,59710492
OAR1_63267961_X.1,1,76.092,68.342,90.85,59793196
OAR1_63304759.1,1,76.092,68.342,90.85,59831598
OAR1_63334285.1,1,76.092,68.342,90.85,59862914
s26122.1,1,76.092,68.342,90.85,59894711
s17248.1,1,76.439,68.61,91.392,59936310
OAR1_63470748.1,1,76.439,68.61,91.392,59977394
OAR1_63515541.1,1,76.439,68.61,91.392,60020071
s48919.1,1,76.439,68.61,91.392,60052445
OAR1_63572898.1,1,76.99,69.353,91.623,60076655
OAR1_63701137.1,1,76.99,69.353,91.623,60208397
OAR1_63733686.1,1,76.99,69.353,91.623,60244829
OAR1_63760945.1,1,77.092,69.353,91.882,60274233
s12827.1,1,77.092,69.353,91.882,60401908
s28841.1,1,77.092,69.353,91.882,60448835
OAR1_64192254.1,1,77.092,69.353,91.882,60661313
OAR1_64254293.1,1,77.559,69.915,92.186,60719214
s39262.1,1,77.559,69.915,92.186,60733952
OAR1_64299133.1,1,77.559,69.915,92.186,60764702
s26713.1,1,77.559,69.915,92.186,60803303
OAR1_64419013.1,1,77.559,69.915,92.186,60882428
OAR1_64551690.1,1,77.559,69.915,92.186,60991252
s68120.1,1,77.559,69.915,92.186,61023038
s45507.1,1,77.677,70.002,92.375,61029206
s27275.1,1,77.677,70.002,92.375,61113705
OAR1_64780959.1,1,77.775,70.15,92.375,61219785
s27901.1,1,77.872,70.297,92.375,61239969
s74111.1,1,77.872,70.297,92.375,61259262
OAR1_64866878.1,1,77.872,70.297,92.375,61306219
OAR1_64912605.1,1,77.872,70.297,92.375,61350464
OAR1_65028926.1,1,77.967,70.297,92.618,61397709
s18889.1,1,78.227,70.653,92.716,61464429
OAR1_65172267.1,1,78.484,71.009,92.812,61589657
OAR1_65265541_X.1,1,78.643,71.009,93.249,61680002
s66702.1,1,78.643,71.009,93.249,61818624
OAR1_65513709.1,1,78.643,71.009,93.249,61839975
s30649.1,1,79.021,71.42,93.609,61941750
OAR1_65577929.1,1,79.021,71.42,93.609,61967006
s35437.1,1,79.021,71.42,93.609,62032114
OAR1_65702938.1,1,79.132,71.551,93.621,62094159
OAR1_65876842.1,1,79.43,72.077,93.621,62319550
s65887.1,1,79.579,72.077,93.932,62392838
s57980.1,1,79.579,72.077,93.932,62401101
OAR1_65951652.1,1,79.579,72.077,93.932,62406588
OAR1_66062371.1,1,79.579,72.077,93.932,62518130
s24631.1,1,79.579,72.077,93.932,62573805
OAR1_66156513.1,1,79.646,72.175,93.932,62602229
OAR1_66164420.1,1,79.646,72.175,93.932,62610092
OAR1_66213673.1,1,79.794,72.368,93.932,62652092
OAR1_66298910.1,1,79.794,72.368,93.932,62660714
DU521806_135.1,1,79.794,72.368,93.932,62731658
OAR1_66412780.1,1,79.949,72.524,94.15,62864207
OAR1_66425911.1,1,79.949,72.524,94.15,62885134
